period,client_id,service_line,man_hours_billed,external_production_cost,internal_cost_per_hour
2024-06-01,SMS-1005,Digital Strategy,56,0,350000
2024-06-01,SMS-1005,Media Performance,70,0,350000
2024-06-01,SMS-1006,Media Performance,19,0,350000
2024-06-01,SMS-1007,Creative Production,217,74761499,350000
2024-06-01,SMS-1008,Creative Production,236,76649002,350000
2024-06-01,SMS-1009,Digital Strategy,65,0,350000
2024-06-01,SMS-1009,Creative Production,54,20435434,350000
2024-06-01,SMS-1010,Digital Strategy,64,0,350000
2024-06-01,SMS-1011,Creative Production,26,12166754,350000
2024-06-01,SMS-1012,Digital Strategy,49,0,350000
2024-06-01,SMS-1012,Media Performance,41,0,350000
2024-06-01,SMS-1013,Creative Production,23,8578289,350000
2024-06-01,SMS-1013,Digital Strategy,17,0,350000
2024-06-01,SMS-1014,Digital Strategy,12,0,350000
2024-06-01,SMS-1015,Digital Strategy,58,0,350000
2024-06-01,SMS-1016,Digital Strategy,22,0,350000
2024-06-01,SMS-1017,Digital Strategy,43,0,350000
2024-06-01,SMS-1018,Creative Production,100,46196148,350000
2024-06-01,SMS-1019,Media Performance,49,0,350000
2024-06-01,SMS-1020,Creative Production,26,15293375,350000
2024-06-01,SMS-1020,Digital Strategy,22,0,350000
2024-06-01,SMS-1021,Media Performance,17,0,350000
2024-06-01,SMS-1022,Digital Strategy,20,0,350000
2024-06-01,SMS-1023,Digital Strategy,26,0,350000
2024-06-01,SMS-1023,Creative Production,28,10246333,350000
2024-06-01,SMS-1024,Creative Production,33,10957843,350000
2024-06-01,SMS-1025,Media Performance,46,0,350000
2024-06-01,SMS-1026,Creative Production,49,47369990,350000
2024-06-01,SMS-1027,Digital Strategy,62,0,350000
2024-06-01,SMS-1028,Digital Strategy,40,0,350000
2024-06-01,SMS-1029,Digital Strategy,66,0,350000
2024-06-01,SMS-1030,Digital Strategy,36,0,350000
2024-06-01,SMS-1030,Media Performance,67,0,350000
2024-06-01,SMS-1031,Digital Strategy,42,0,350000
2024-06-01,SMS-1032,Digital Strategy,53,0,350000
2024-06-01,SMS-1033,Creative Production,99,27507174,350000
2024-06-01,SMS-1034,Digital Strategy,73,0,350000
2024-06-01,SMS-1035,Creative Production,53,30781650,350000
2024-06-01,SMS-1036,Digital Strategy,13,0,350000
2024-06-01,SMS-1036,Creative Production,21,10835976,350000
2024-06-01,SMS-1037,Media Performance,120,0,350000
2024-06-01,SMS-1037,Digital Strategy,157,0,350000
2024-06-01,SMS-1038,Media Performance,43,0,350000
2024-06-01,SMS-1039,Media Performance,43,0,350000
2024-06-01,SMS-1039,Digital Strategy,54,0,350000
2024-06-01,SMS-1040,Digital Strategy,21,0,350000
2024-06-01,SMS-1040,Media Performance,22,0,350000
2024-06-01,SMS-1041,Media Performance,44,0,350000
2024-06-01,SMS-1041,Digital Strategy,37,0,350000
2024-06-01,SMS-1042,Digital Strategy,55,0,350000
2024-06-01,SMS-1042,Creative Production,74,26561238,350000
2024-06-01,SMS-1043,Digital Strategy,23,0,350000
2024-06-01,SMS-1043,Creative Production,32,8428078,350000
2024-06-01,SMS-1044,Creative Production,72,15174221,350000
2024-06-01,SMS-1044,Digital Strategy,63,0,350000
2024-06-01,SMS-1045,Digital Strategy,74,0,350000
2024-06-01,SMS-1046,Creative Production,60,30876498,350000
2024-06-01,SMS-1047,Creative Production,77,34816406,350000
2024-06-01,SMS-1048,Digital Strategy,61,0,350000
2024-06-01,SMS-1048,Creative Production,53,23590498,350000
2024-06-01,SMS-1049,Media Performance,72,0,350000
2024-06-01,SMS-1050,Digital Strategy,67,0,350000
2024-06-01,SMS-1051,Creative Production,169,65560827,350000
2024-06-01,SMS-1052,Creative Production,49,22572102,350000
2024-06-01,SMS-1053,Digital Strategy,72,0,350000
2024-06-01,SMS-1054,Media Performance,17,0,350000
2024-06-01,SMS-1054,Creative Production,25,14570537,350000
2024-06-01,SMS-1055,Creative Production,103,22561193,350000
2024-06-01,SMS-1055,Digital Strategy,66,0,350000
2024-06-01,SMS-1056,Creative Production,183,59380275,350000
2024-06-01,SMS-1057,Digital Strategy,20,0,350000
2024-06-01,SMS-1057,Creative Production,18,17297904,350000
2024-06-01,SMS-1058,Media Performance,74,0,350000
2024-06-01,SMS-1059,Digital Strategy,171,0,350000
2024-06-01,SMS-1060,Digital Strategy,26,0,350000
2024-06-01,SMS-1061,Digital Strategy,20,0,350000
2024-06-01,SMS-1062,Creative Production,86,23721839,350000
2024-06-01,SMS-1063,Digital Strategy,25,0,350000
2024-06-01,SMS-1064,Media Performance,35,0,350000
2024-06-01,SMS-1064,Digital Strategy,56,0,350000
2024-06-01,SMS-1065,Media Performance,63,0,350000
2024-06-01,SMS-1066,Digital Strategy,74,0,350000
2024-06-01,SMS-1067,Media Performance,73,0,350000
2024-06-01,SMS-1067,Digital Strategy,48,0,350000
2024-06-01,SMS-1068,Media Performance,17,0,350000
2024-06-01,SMS-1069,Media Performance,18,0,350000
2024-06-01,SMS-1070,Digital Strategy,37,0,350000
2024-06-01,SMS-1072,Creative Production,30,18435440,350000
2024-06-01,SMS-1072,Digital Strategy,27,0,350000
2024-06-01,SMS-1073,Media Performance,16,0,350000
2024-06-01,SMS-1074,Digital Strategy,56,0,350000
2024-06-01,SMS-1075,Media Performance,41,0,350000
2024-06-01,SMS-1076,Media Performance,20,0,350000
2024-06-01,SMS-1077,Creative Production,103,25953177,350000
2024-06-01,SMS-1078,Creative Production,54,55246670,350000
2024-06-01,SMS-1079,Creative Production,65,52065475,350000
2024-06-01,SMS-1080,Media Performance,47,0,350000
2024-06-01,SMS-1081,Creative Production,19,10353274,350000
2024-06-01,SMS-1082,Creative Production,100,19797582,350000
2024-06-01,SMS-1083,Digital Strategy,17,0,350000
2024-06-01,SMS-1083,Creative Production,18,8310116,350000
2024-06-01,SMS-1084,Creative Production,37,8123787,350000
2024-06-01,SMS-1086,Creative Production,19,11270930,350000
2024-06-01,SMS-1087,Media Performance,64,0,350000
2024-06-01,SMS-1088,Digital Strategy,44,0,350000
2024-06-01,SMS-1089,Media Performance,128,0,350000
2024-06-01,SMS-1090,Digital Strategy,155,0,350000
2024-06-01,SMS-1091,Creative Production,51,38824434,350000
2024-06-01,SMS-1092,Digital Strategy,57,0,350000
2024-06-01,SMS-1093,Creative Production,99,25495808,350000
2024-06-01,SMS-1094,Digital Strategy,27,0,350000
2024-06-01,SMS-1094,Creative Production,36,10605932,350000
2024-06-01,SMS-1095,Media Performance,52,0,350000
2024-06-01,SMS-1095,Creative Production,53,34680713,350000
2024-06-01,SMS-1096,Digital Strategy,27,0,350000
2024-06-01,SMS-1097,Media Performance,21,0,350000
2024-06-01,SMS-1098,Digital Strategy,20,0,350000
2024-06-01,SMS-1098,Media Performance,13,0,350000
2024-06-01,SMS-1099,Digital Strategy,42,0,350000
2024-06-01,SMS-1100,Creative Production,58,46028176,350000
2024-06-01,SMS-1101,Digital Strategy,115,0,350000
2024-06-01,SMS-1101,Creative Production,232,73290298,350000
2024-06-01,SMS-1102,Creative Production,26,9886437,350000
2024-06-01,SMS-1104,Creative Production,81,23109138,350000
2024-06-01,SMS-1105,Creative Production,77,44495070,350000
2024-06-01,SMS-1105,Media Performance,55,0,350000
2024-06-01,SMS-1106,Digital Strategy,128,0,350000
2024-06-01,SMS-1106,Media Performance,165,0,350000
2024-06-01,SMS-1107,Creative Production,95,33008095,350000
2024-06-01,SMS-1107,Media Performance,68,0,350000
2024-06-01,SMS-1108,Digital Strategy,50,0,350000
2024-06-01,SMS-1108,Media Performance,66,0,350000
2024-06-01,SMS-1109,Digital Strategy,178,0,350000
2024-06-01,SMS-1109,Media Performance,183,0,350000
2024-06-01,SMS-1110,Digital Strategy,20,0,350000
2024-06-01,SMS-1111,Digital Strategy,177,0,350000
2024-06-01,SMS-1112,Digital Strategy,54,0,350000
2024-06-01,SMS-1113,Digital Strategy,37,0,350000
2024-06-01,SMS-1114,Digital Strategy,73,0,350000
2024-06-01,SMS-1115,Creative Production,21,12828747,350000
2024-06-01,SMS-1116,Creative Production,100,53430544,350000
2024-06-01,SMS-1117,Media Performance,48,0,350000
2024-06-01,SMS-1118,Media Performance,41,0,350000
2024-06-01,SMS-1118,Creative Production,71,23916550,350000
2024-06-01,SMS-1119,Digital Strategy,168,0,350000
2024-06-01,SMS-1120,Media Performance,19,0,350000
2024-06-01,SMS-1121,Creative Production,195,57340089,350000
2024-06-01,SMS-1122,Creative Production,40,15745428,350000
2024-06-01,SMS-1123,Media Performance,74,0,350000
2024-06-01,SMS-1124,Creative Production,204,72274270,350000
2024-06-01,SMS-1125,Digital Strategy,41,0,350000
2024-06-01,SMS-1126,Digital Strategy,137,0,350000
2024-06-01,SMS-1126,Media Performance,186,0,350000
2024-06-01,SMS-1127,Creative Production,23,8820586,350000
2024-06-01,SMS-1128,Creative Production,88,24441806,350000
2024-06-01,SMS-1129,Media Performance,19,0,350000
2024-06-01,SMS-1130,Media Performance,45,0,350000
2024-06-01,SMS-1130,Creative Production,57,22068964,350000
2024-06-01,SMS-1131,Creative Production,185,48172965,350000
2024-06-01,SMS-1132,Creative Production,37,9527739,350000
2024-06-01,SMS-1134,Creative Production,25,9215637,350000
2024-06-01,SMS-1135,Media Performance,43,0,350000
2024-06-01,SMS-1135,Creative Production,84,43743262,350000
2024-06-01,SMS-1136,Media Performance,43,0,350000
2024-06-01,SMS-1136,Digital Strategy,45,0,350000
2024-06-01,SMS-1137,Creative Production,32,13392068,350000
2024-06-01,SMS-1139,Media Performance,74,0,350000
2024-06-01,SMS-1139,Creative Production,50,27816176,350000
2024-06-01,SMS-1140,Media Performance,186,0,350000
2024-06-01,SMS-1141,Media Performance,17,0,350000
2024-06-01,SMS-1141,Creative Production,26,7460781,350000
2024-06-01,SMS-1142,Digital Strategy,18,0,350000
2024-06-01,SMS-1142,Media Performance,20,0,350000
2024-06-01,SMS-1143,Digital Strategy,28,0,350000
2024-06-01,SMS-1143,Creative Production,32,11324653,350000
2024-06-01,SMS-1144,Digital Strategy,131,0,350000
2024-06-01,SMS-1145,Media Performance,21,0,350000
2024-06-01,SMS-1146,Digital Strategy,72,0,350000
2024-06-01,SMS-1147,Creative Production,257,108137962,350000
2024-06-01,SMS-1148,Media Performance,57,0,350000
2024-06-01,SMS-1148,Creative Production,95,34174834,350000
2024-06-01,SMS-1149,Media Performance,67,0,350000
2024-07-01,SMS-1000,Media Performance,28,0,350000
2024-07-01,SMS-1001,Digital Strategy,28,0,350000
2024-07-01,SMS-1002,Media Performance,16,0,350000
2024-07-01,SMS-1003,Digital Strategy,22,0,350000
2024-07-01,SMS-1004,Media Performance,21,0,350000
2024-07-01,SMS-1004,Digital Strategy,29,0,350000
2024-07-01,SMS-1005,Creative Production,93,27563662,350000
2024-07-01,SMS-1006,Creative Production,16,8414359,350000
2024-07-01,SMS-1007,Creative Production,224,67274841,350000
2024-07-01,SMS-1008,Creative Production,227,66022826,350000
2024-07-01,SMS-1008,Digital Strategy,150,0,350000
2024-07-01,SMS-1009,Digital Strategy,55,0,350000
2024-07-01,SMS-1010,Creative Production,92,31165886,350000
2024-07-01,SMS-1011,Creative Production,32,9263259,350000
2024-07-01,SMS-1012,Digital Strategy,41,0,350000
2024-07-01,SMS-1013,Media Performance,13,0,350000
2024-07-01,SMS-1013,Creative Production,26,5909881,350000
2024-07-01,SMS-1014,Media Performance,12,0,350000
2024-07-01,SMS-1014,Digital Strategy,13,0,350000
2024-07-01,SMS-1015,Media Performance,52,0,350000
2024-07-01,SMS-1016,Creative Production,30,10272203,350000
2024-07-01,SMS-1017,Media Performance,60,0,350000
2024-07-01,SMS-1018,Media Performance,43,0,350000
2024-07-01,SMS-1019,Digital Strategy,63,0,350000
2024-07-01,SMS-1020,Digital Strategy,19,0,350000
2024-07-01,SMS-1020,Media Performance,25,0,350000
2024-07-01,SMS-1021,Digital Strategy,28,0,350000
2024-07-01,SMS-1021,Creative Production,37,17702496,350000
2024-07-01,SMS-1022,Media Performance,28,0,350000
2024-07-01,SMS-1022,Digital Strategy,14,0,350000
2024-07-01,SMS-1023,Creative Production,21,17315004,350000
2024-07-01,SMS-1024,Media Performance,16,0,350000
2024-07-01,SMS-1025,Creative Production,99,21479332,350000
2024-07-01,SMS-1026,Media Performance,38,0,350000
2024-07-01,SMS-1027,Digital Strategy,44,0,350000
2024-07-01,SMS-1028,Media Performance,63,0,350000
2024-07-01,SMS-1029,Media Performance,40,0,350000
2024-07-01,SMS-1030,Media Performance,62,0,350000
2024-07-01,SMS-1031,Digital Strategy,66,0,350000
2024-07-01,SMS-1032,Digital Strategy,63,0,350000
2024-07-01,SMS-1033,Digital Strategy,36,0,350000
2024-07-01,SMS-1034,Digital Strategy,55,0,350000
2024-07-01,SMS-1035,Digital Strategy,38,0,350000
2024-07-01,SMS-1036,Media Performance,27,0,350000
2024-07-01,SMS-1036,Digital Strategy,28,0,350000
2024-07-01,SMS-1037,Digital Strategy,158,0,350000
2024-07-01,SMS-1037,Creative Production,154,65956903,350000
2024-07-01,SMS-1038,Creative Production,58,38885267,350000
2024-07-01,SMS-1039,Creative Production,81,52391949,350000
2024-07-01,SMS-1039,Media Performance,38,0,350000
2024-07-01,SMS-1040,Creative Production,32,11408382,350000
2024-07-01,SMS-1041,Digital Strategy,40,0,350000
2024-07-01,SMS-1042,Digital Strategy,72,0,350000
2024-07-01,SMS-1043,Creative Production,19,18686613,350000
2024-07-01,SMS-1043,Media Performance,12,0,350000
2024-07-01,SMS-1044,Digital Strategy,51,0,350000
2024-07-01,SMS-1045,Media Performance,51,0,350000
2024-07-01,SMS-1046,Media Performance,63,0,350000
2024-07-01,SMS-1047,Digital Strategy,47,0,350000
2024-07-01,SMS-1048,Digital Strategy,38,0,350000
2024-07-01,SMS-1048,Media Performance,41,0,350000
2024-07-01,SMS-1049,Digital Strategy,40,0,350000
2024-07-01,SMS-1050,Digital Strategy,56,0,350000
2024-07-01,SMS-1051,Media Performance,151,0,350000
2024-07-01,SMS-1053,Media Performance,47,0,350000
2024-07-01,SMS-1054,Creative Production,30,10799792,350000
2024-07-01,SMS-1054,Digital Strategy,27,0,350000
2024-07-01,SMS-1055,Media Performance,65,0,350000
2024-07-01,SMS-1056,Digital Strategy,177,0,350000
2024-07-01,SMS-1057,Media Performance,18,0,350000
2024-07-01,SMS-1058,Digital Strategy,36,0,350000
2024-07-01,SMS-1059,Creative Production,229,55957288,350000
2024-07-01,SMS-1060,Digital Strategy,12,0,350000
2024-07-01,SMS-1061,Media Performance,20,0,350000
2024-07-01,SMS-1062,Digital Strategy,47,0,350000
2024-07-01,SMS-1062,Media Performance,47,0,350000
2024-07-01,SMS-1063,Creative Production,26,13721382,350000
2024-07-01,SMS-1063,Digital Strategy,13,0,350000
2024-07-01,SMS-1064,Digital Strategy,53,0,350000
2024-07-01,SMS-1065,Digital Strategy,39,0,350000
2024-07-01,SMS-1066,Digital Strategy,36,0,350000
2024-07-01,SMS-1067,Creative Production,102,26909980,350000
2024-07-01,SMS-1068,Media Performance,16,0,350000
2024-07-01,SMS-1069,Digital Strategy,19,0,350000
2024-07-01,SMS-1070,Digital Strategy,47,0,350000
2024-07-01,SMS-1072,Creative Production,32,13020833,350000
2024-07-01,SMS-1073,Digital Strategy,27,0,350000
2024-07-01,SMS-1073,Creative Production,18,9042344,350000
2024-07-01,SMS-1074,Creative Production,51,43313522,350000
2024-07-01,SMS-1075,Digital Strategy,60,0,350000
2024-07-01,SMS-1075,Media Performance,45,0,350000
2024-07-01,SMS-1076,Creative Production,16,14302070,350000
2024-07-01,SMS-1077,Creative Production,49,30474563,350000
2024-07-01,SMS-1077,Digital Strategy,51,0,350000
2024-07-01,SMS-1078,Creative Production,92,31538156,350000
2024-07-01,SMS-1078,Digital Strategy,52,0,350000
2024-07-01,SMS-1079,Creative Production,93,40056665,350000
2024-07-01,SMS-1079,Digital Strategy,53,0,350000
2024-07-01,SMS-1080,Creative Production,82,21981709,350000
2024-07-01,SMS-1081,Creative Production,21,10076580,350000
2024-07-01,SMS-1082,Digital Strategy,61,0,350000
2024-07-01,SMS-1083,Digital Strategy,14,0,350000
2024-07-01,SMS-1084,Media Performance,22,0,350000
2024-07-01,SMS-1086,Digital Strategy,15,0,350000
2024-07-01,SMS-1087,Media Performance,62,0,350000
2024-07-01,SMS-1087,Digital Strategy,67,0,350000
2024-07-01,SMS-1088,Digital Strategy,61,0,350000
2024-07-01,SMS-1088,Media Performance,45,0,350000
2024-07-01,SMS-1089,Digital Strategy,156,0,350000
2024-07-01,SMS-1090,Digital Strategy,128,0,350000
2024-07-01,SMS-1091,Digital Strategy,42,0,350000
2024-07-01,SMS-1092,Creative Production,67,36365337,350000
2024-07-01,SMS-1093,Creative Production,50,15582864,350000
2024-07-01,SMS-1094,Creative Production,29,14283088,350000
2024-07-01,SMS-1095,Creative Production,81,42216051,350000
2024-07-01,SMS-1096,Digital Strategy,23,0,350000
2024-07-01,SMS-1097,Media Performance,14,0,350000
2024-07-01,SMS-1098,Media Performance,28,0,350000
2024-07-01,SMS-1099,Media Performance,45,0,350000
2024-07-01,SMS-1100,Digital Strategy,35,0,350000
2024-07-01,SMS-1100,Media Performance,54,0,350000
2024-07-01,SMS-1101,Creative Production,229,76097030,350000
2024-07-01,SMS-1102,Creative Production,21,6410790,350000
2024-07-01,SMS-1104,Media Performance,72,0,350000
2024-07-01,SMS-1104,Creative Production,91,27904335,350000
2024-07-01,SMS-1105,Media Performance,66,0,350000
2024-07-01,SMS-1106,Media Performance,137,0,350000
2024-07-01,SMS-1107,Creative Production,98,26135477,350000
2024-07-01,SMS-1108,Digital Strategy,44,0,350000
2024-07-01,SMS-1109,Creative Production,141,53035301,350000
2024-07-01,SMS-1110,Creative Production,23,7354123,350000
2024-07-01,SMS-1111,Media Performance,108,0,350000
2024-07-01,SMS-1112,Creative Production,79,44685307,350000
2024-07-01,SMS-1113,Digital Strategy,70,0,350000
2024-07-01,SMS-1114,Media Performance,68,0,350000
2024-07-01,SMS-1114,Digital Strategy,53,0,350000
2024-07-01,SMS-1115,Digital Strategy,13,0,350000
2024-07-01,SMS-1116,Creative Production,58,28276311,350000
2024-07-01,SMS-1117,Digital Strategy,46,0,350000
2024-07-01,SMS-1118,Media Performance,59,0,350000
2024-07-01,SMS-1118,Digital Strategy,65,0,350000
2024-07-01,SMS-1119,Digital Strategy,123,0,350000
2024-07-01,SMS-1119,Media Performance,136,0,350000
2024-07-01,SMS-1121,Creative Production,189,70467028,350000
2024-07-01,SMS-1122,Digital Strategy,21,0,350000
2024-07-01,SMS-1123,Digital Strategy,59,0,350000
2024-07-01,SMS-1124,Creative Production,218,84742391,350000
2024-07-01,SMS-1125,Media Performance,51,0,350000
2024-07-01,SMS-1125,Creative Production,103,39546555,350000
2024-07-01,SMS-1126,Media Performance,133,0,350000
2024-07-01,SMS-1127,Digital Strategy,29,0,350000
2024-07-01,SMS-1128,Creative Production,77,18450773,350000
2024-07-01,SMS-1129,Creative Production,40,8710019,350000
2024-07-01,SMS-1130,Media Performance,44,0,350000
2024-07-01,SMS-1130,Digital Strategy,38,0,350000
2024-07-01,SMS-1131,Digital Strategy,165,0,350000
2024-07-01,SMS-1131,Creative Production,245,74511254,350000
2024-07-01,SMS-1132,Creative Production,36,13364384,350000
2024-07-01,SMS-1134,Media Performance,12,0,350000
2024-07-01,SMS-1135,Digital Strategy,60,0,350000
2024-07-01,SMS-1136,Creative Production,79,21440202,350000
2024-07-01,SMS-1137,Creative Production,40,14663665,350000
2024-07-01,SMS-1137,Digital Strategy,29,0,350000
2024-07-01,SMS-1139,Media Performance,48,0,350000
2024-07-01,SMS-1140,Media Performance,120,0,350000
2024-07-01,SMS-1141,Digital Strategy,19,0,350000
2024-07-01,SMS-1142,Media Performance,18,0,350000
2024-07-01,SMS-1143,Creative Production,35,10978114,350000
2024-07-01,SMS-1144,Digital Strategy,101,0,350000
2024-07-01,SMS-1144,Media Performance,128,0,350000
2024-07-01,SMS-1145,Creative Production,21,8934703,350000
2024-07-01,SMS-1146,Media Performance,58,0,350000
2024-07-01,SMS-1146,Creative Production,64,21145209,350000
2024-07-01,SMS-1147,Creative Production,140,69741250,350000
2024-07-01,SMS-1148,Digital Strategy,46,0,350000
2024-07-01,SMS-1149,Creative Production,91,13315098,350000
2024-08-01,SMS-1000,Media Performance,28,0,350000
2024-08-01,SMS-1001,Media Performance,16,0,350000
2024-08-01,SMS-1001,Digital Strategy,21,0,350000
2024-08-01,SMS-1002,Digital Strategy,16,0,350000
